occupation,n,cumprop,occupationmatched,ses
bousewife,29,0.968737851,,1
brakeman S P,29,0.968761049,,1
cigarmaker,29,0.968784246,,1
contr,29,0.968807444,,1
corsetier,29,0.968830641,,1
elec welder,29,0.968853839,,1
ens hswf,29,0.968877036,,1
express handler,29,0.968900233,,1
fem saleslady,29,0.968923431,,1
harber,29,0.968946628,,1
harness maker,29,0.968969826,,1
head clerk,29,0.968993023,,1
house wife,29,0.969016221,,1
Hywd teacher,29,0.969039418,,1
ice salesman,29,0.969062615,,1
law clerk,29,0.969085813,,1
lunch room,29,0.96910901,,1
maintenance foreman,29,0.969132208,,1
merchandise broker,29,0.969155405,,1
news vender,29,0.969178603,,1
office wkr,29,0.9692018,,1
P G E Co,29,0.969224998,,1
parts manager,29,0.969248195,,1
printing business,29,0.969271392,,1
process server,29,0.96929459,,1
produce man,29,0.969317787,,1
realty broker,29,0.969340985,,1
religious,29,0.969364182,,1
retired nurse,29,0.96938738,,1
retired tchr,29,0.969410577,,1
route salesman,29,0.969433775,,1
San Lorenzo carpenter,29,0.969456972,,1
San Lorenzo retired,29,0.969480169,,1
school janitor,29,0.969503367,,1
searcher,29,0.969526564,,1
tea room,29,0.969549762,,1
tireman,29,0.969572959,,1
welder's helper,29,0.969596157,,1
wholesale butcher,29,0.969619354,,1
122 Highland Ave,28,0.969641752,,1
1620 E Grand Ave,28,0.969664149,,1
2 Main St,28,0.969686547,,1
503 Acoma St,28,0.969708944,,1
Ada St,28,0.969731342,,1
Alvarado farmer,28,0.969753739,,1
art teacher,28,0.969776137,,1
aurant keeper,28,0.969798534,,1
auto builder,28,0.969820932,,1
auto man,28,0.969843329,,1
automobiles,28,0.969865727,,1
barbe r,28,0.969888124,,1
Bartlett Ave,28,0.969910522,,1
can maker,28,0.969932919,,1
city clerk,28,0.969955317,,1
Corona Rd,28,0.969977714,,1
deaconess,28,0.970000112,,1
diet maid,28,0.97002251,,1
Foothill Dr,28,0.970044907,,1
fountain clerk,28,0.970067305,,1
Fremont St,28,0.970089702,,1
Garnet Ave,28,0.9701121,,1
glass business,28,0.970134497,,1
Grand St,28,0.970156895,,1
hotel,28,0.970179292,,1
hsf,28,0.97020169,,1
ining At,28,0.970224087,,1
Juniper Ave,28,0.970246485,,1
Lee St,28,0.970268882,,1
life ins,28,0.97029128,,1
Livermore carpenter,28,0.970313677,,1
male jeweler,28,0.970336075,,1
Mark retired,28,0.970358472,,1
mfg jeweler,28,0.97038087,,1
Mt Eden hswf,28,0.970403267,,1
New St,28,0.970425665,,1
news vendor,28,0.970448063,,1
P clerk,28,0.97047046,,1
painte r,28,0.970492858,,1
Pico St,28,0.970515255,,1
playground dir,28,0.970537653,,1
price clerk,28,0.97056005,,1
property owner,28,0.970582448,,1
Pumalo St,28,0.970604845,,1
retired Army officer,28,0.970627243,,1
Retired Camp,28,0.97064964,,1
sergeant of police,28,0.970672038,,1
Shafer Ave,28,0.970694435,,1
shop owner,28,0.970716833,,1
Southern Pacific,28,0.97073923,,1
supply man,28,0.970761628,,1
t,28,0.970784025,,1
telephone repair,28,0.970806423,,1
tuck av,28,0.97082882,,1
U S navy,28,0.970851218,,1
W P A,28,0.970873616,,1
washer,28,0.970896013,,1
Washington Dr,28,0.970918411,,1
av salesman,27,0.970940008,,1
boxer,27,0.970961606,,1
building and loan,27,0.970983203,,1
cabinet mkr,27,0.971004801,,1
cafeteria mgr,27,0.971026399,,1
car foreman,27,0.971047996,,1
cereal worker,27,0.971069594,,1
Decoto farmer,27,0.971091192,,1
division manager,27,0.971112789,,1
dyeing and cleaning,27,0.971134387,,1
e fem housewife,27,0.971155984,,1
fern none,27,0.971177582,,1
furniture packer,27,0.97119918,,1
garage worker,27,0.971220777,,1
garbage man,27,0.971242375,,1
huosewife,27,0.971263972,,1
Hywd hawf,27,0.97128557,,1
Hywd hwf,27,0.971307168,,1
land appraiser,27,0.971328765,,1
lerk,27,0.971350363,,1
linotype opr,27,0.971371961,,1
male cement worker,27,0.971393558,,1
male musician,27,0.971415156,,1
merch,27,0.971436753,,1
Merchant Marine,27,0.971458351,,1
mill wright,27,0.971479949,,1
millworker,27,0.971501546,,1
newspaper mailer,27,0.971523144,,1
ock raiser,27,0.971544741,,1
piano mover,27,0.971566339,,1
pipefitter's helper,27,0.971587937,,1
public weigher,27,0.971609534,,1
reet retired,27,0.971631132,,1
retire d,27,0.97165273,,1
ributor,27,0.971674327,,1
S P agent,27,0.971695925,,1
sales engr,27,0.971717522,,1
San Lorenzo rancher,27,0.97173912,,1
secretary treasurer,27,0.971760718,,1
shop superintendent,27,0.971782315,,1
sorter,27,0.971803913,,1
special police officer,27,0.97182551,,1
splicer,27,0.971847108,,1
spray painter,27,0.971868706,,1
tire salesman,27,0.971890303,,1
tool die maker,27,0.971911901,,1
tuck fem housewife,27,0.971933499,,1
welfare worker,27,0.971955096,,1
wood finisher,27,0.971976694,,1
1 St,26,0.971997491,,1
1931 Adams St,26,0.972018289,,1
19th St,26,0.972039087,,1
222 F St,26,0.972059885,,1
412 B St,26,0.972080682,,1
able,26,0.97210148,,1
Almond Ave,26,0.972122278,,1
assembly man,26,0.972143075,,1
boiler washer,26,0.972163873,,1
Boyle St,26,0.972184671,,1
brickmason,26,0.972205469,,1
bridge worker,26,0.972226266,,1
Bruce St,26,0.972247064,,1
Burnham St,26,0.972267862,,1
Bus Drive,26,0.972288659,,1
cafe manager,26,0.972309457,,1
carpet cleaner,26,0.972330255,,1
Center St,26,0.972351052,,1
chem engineer,26,0.97237185,,1
Chino RD,26,0.972392648,,1
chipper and caulker,26,0.972413446,,1
clerking,26,0.972434243,,1
cookie packer,26,0.972455041,,1
delivery,26,0.972475839,,1
dental tech,26,0.972496636,,1
department head,26,0.972517434,,1
elec eng,26,0.972538232,,1
employee,26,0.972559029,,1
er clerk,26,0.972579827,,1
er fern housewife,26,0.972600625,,1
erly,26,0.972621423,,1
fire dept,26,0.97264222,,1
floor polisher,26,0.972663018,,1
furniture salesman,26,0.972683816,,1
glass cutter,26,0.972704613,,1
govt employee,26,0.972725411,,1
hiousewife,26,0.972746209,,1
Hyd hswf,26,0.972767007,,1
ins clerk,26,0.972787804,,1
insurance examiner,26,0.972808602,,1
io housewife,26,0.9728294,,1
manuf,26,0.972850197,,1
Mayberry St,26,0.972870995,,1
ments,26,0.972891793,,1
mfg rep,26,0.97291259,,1
Mills St,26,0.972933388,,1
Mrs At,26,0.972954186,,1
Nevada St Rt 2 Box 22,26,0.972974984,,1
nursemaid,26,0.972995781,,1
Oleander Ave,26,0.973016579,,1
Pac Tel Tel Co,26,0.973037377,,1
painter's helper,26,0.973058174,,1
personnel,26,0.973078972,,1
plant engineer,26,0.97309977,,1
plant man,26,0.973120567,,1
reet salesman,26,0.973141365,,1
retired clergyman,26,0.973162163,,1
ro,26,0.973182961,,1
Rt 1 Pleasanton farmer,26,0.973203758,,1
sail maker,26,0.973224556,,1
sales eng,26,0.973245354,,1
Second Ave,26,0.973266151,,1
second officer,26,0.973286949,,1
Second St,26,0.973307747,,1
sheet metal wrkr,26,0.973328545,,1
shoe repair,26,0.973349342,,1
shovel engineer,26,0.97337014,,1
tile worker,26,0.973390938,,1
traffic man,26,0.973411735,,1
tray salesman,26,0.973432533,,1
Valley Blvd,26,0.973453331,,1
acetylene burner,25,0.973473329,,1
binder,25,0.973493326,,1
C S prac,25,0.973513324,,1
cap maker,25,0.973533322,,1
car repairman,25,0.97355332,,1
chef cook,25,0.973573318,,1
coiler,25,0.973593315,,1
comp opr,25,0.973613313,,1
creamery work,25,0.973633311,,1
elec engr,25,0.973653309,,1
er t housewife,25,0.973673306,,1
fanner,25,0.973693304,,1
fem home maker,25,0.973713302,,1
fem widow,25,0.9737333,,1
fern bookkeeper,25,0.973753298,,1
fry cook,25,0.973773295,,1
gunsmith,25,0.973793293,,1
hotel prop,25,0.973813291,,1
Hywd carpenter,25,0.973833289,,1
ive,25,0.973853287,,1
laborer D,25,0.973873284,,1
lead burner,25,0.973893282,,1
mother's helper,25,0.97391328,,1
multigraph opr,25,0.973933278,,1
newspaper agent,25,0.973953276,,1
ore manager,25,0.973973273,,1
packing,25,0.973993271,,1
pottery worker,25,0.974013269,,1
purch agt,25,0.974033267,,1
R R official,25,0.974053265,,1
radio dealer,25,0.974073262,,1
retired R,25,0.97409326,,1
rug cleaner,25,0.974113258,,1
S Lean hswf,25,0.974133256,,1
San Lean retired,25,0.974153253,,1
seafaring,25,0.974173251,,1
ship building,25,0.974193249,,1
shorthand reporter,25,0.974213247,,1
tank truck salesman,25,0.974233245,,1
teache r,25,0.974253242,,1
transfer business,25,0.97427324,,1
university professor,25,0.974293238,,1
violin maker,25,0.974313236,,1
waitres,25,0.974333234,,1
YMCA secretary,25,0.974353231,,1
1110 Roswell Ave,24,0.974372429,,1
12th St,24,0.974391627,,1
1411 Front St,24,0.974410825,,1
1496 Tippecanoe St,24,0.974430023,,1
15 Main St,24,0.974449221,,1
1509 N Euclid Ave,24,0.974468419,,1
28 Terracina Blvd,24,0.974487617,,1
29 Palms P 0 29 Palms via Whitewat,24,0.974506814,,1
2910 Macy St,24,0.974526012,,1
Apts housewife,24,0.97454521,,1
audit clerk,24,0.974564408,,1
auto finance,24,0.974583606,,1
automobile business,24,0.974602804,,1
Beryl St,24,0.974622002,,1
bindery worker,24,0.9746412,,1
Bonita St,24,0.974660397,,1
brass finisher,24,0.974679595,,1
Carpenter St,24,0.974698793,,1
carpet mechanic,24,0.974717991,,1
Ceres St,24,0.974737189,,1
chair caner,24,0.974756387,,1
cher,24,0.974775585,,1
Cherry Ave,24,0.974794783,,1
Cibola St,24,0.974813981,,1
clergy,24,0.974833178,,1
club manager,24,0.974852376,,1
commercial agent,24,0.974871574,,1
creamery business,24,0.974890772,,1
Crooks Ave,24,0.97490997,,1
dental surgeon,24,0.974929168,,1
deputy clerk,24,0.974948366,,1
die setter,24,0.974967564,,1
elerk,24,0.974986761,,1
Engineer At,24,0.975005959,,1
express clerk,24,0.975025157,,1
fancy spotter,24,0.975044355,,1
food broker,24,0.975063553,,1
Francis St,24,0.975082751,,1
furniture buyer,24,0.975101949,,1
furniture mover,24,0.975121147,,1
garment cutter,24,0.975140345,,1
Haywd laborer,24,0.975159542,,1
Helendale St,24,0.97517874,,1
hIwf,24,0.975197938,,1
hoewife,24,0.975217136,,1
honmemaker,24,0.975236334,,1
house cleaner,24,0.975255532,,1
householder,24,0.97527473,,1
Housewife,24,0.975293928,,1
housewife m,24,0.975313125,,1
Jacinto St,24,0.975332323,,1
jewelry salesman,24,0.975351521,,1
Knot Blvd,24,0.975370719,,1
Lee Ave,24,0.975389917,,1
lumber worker,24,0.975409115,,1
male civil engineer,24,0.975428313,,1
Mark housewife,24,0.975447511,,1
Med St,24,0.975466708,,1
Mills Ave,24,0.975485906,,1
motor coach opr,24,0.975505104,,1
newspaper writer,24,0.975524302,,1
nue,24,0.9755435,,1
Ontario Highway,24,0.975562698,,1
owner,24,0.975581896,,1
painter and paperhanger,24,0.975601094,,1
Palm St,24,0.975620292,,1
Pleasanton clerk,24,0.975639489,,1
powder man,24,0.975658687,,1
press feeder,24,0.975677885,,1
radio business,24,0.975697083,,1
radio salesman,24,0.975716281,,1
reet engineer,24,0.975735479,,1
RFD 3 hswf,24,0.975754677,,1
Robles Road,24,0.975773875,,1
S P waiter,24,0.975793072,,1
Schaffer St,24,0.97581227,,1
seafaring man,24,0.975831468,,1
service engineer,24,0.975850666,,1
tally man,24,0.975869864,,1
ticket seller,24,0.975889062,,1
track foreman,24,0.97590826,,1
unemp,24,0.975927458,,1
usher,24,0.975946655,,1
Apt 2 housewife,23,0.975965053,,1
apt house,23,0.975983451,,1
auto washer,23,0.976001849,,1
bank cashier,23,0.976020247,,1
bargeman,23,0.976038645,,1
baseball player,23,0.976057043,,1
beauty shop owner,23,0.976075441,,1
bookbinding,23,0.976093839,,1
branch mgr,23,0.976112237,,1
cement wkr,23,0.976130635,,1
chief of police,23,0.976149033,,1
creamery manager,23,0.976167431,,1
delivery boy,23,0.976185829,,1
deputy,23,0.976204227,,1
Deputy Co Clerk,23,0.976222625,,1
dock seaman,23,0.976241023,,1
freight traffic,23,0.976259421,,1
garage business,23,0.976277819,,1
hou sewife,23,0.976296217,,1
houeewife,23,0.976314615,,1
insurance adj,23,0.976333013,,1
junk peddler,23,0.976351411,,1
landscaper,23,0.976369809,,1
male bank clerk,23,0.976388207,,1
manage r,23,0.976406605,,1
marine surveyor,23,0.976425003,,1
metal dealer,23,0.976443401,,1
molder's helper,23,0.976461799,,1
nue housekeeper,23,0.976480197,,1
personnel clerk,23,0.976498595,,1
radiotrician,23,0.976516993,,1
reader,23,0.97653539,,1
reet,23,0.976553788,,1
route man,23,0.976572186,,1
ry,23,0.976590584,,1
s salesman,23,0.976608982,,1
sales promoter,23,0.97662738,,1
sales work,23,0.976645778,,1
secretarial work,23,0.976664176,,1
sheetmetal,23,0.976682574,,1
spinner,23,0.976700972,,1
tel repairman,23,0.97671937,,1
telephone switchman,23,0.976737768,,1
telephone work,23,0.976756166,,1
transfer man,23,0.976774564,,1
U S Government,23,0.976792962,,1
U S N R,23,0.97681136,,1
Union Oil Co,23,0.976829758,,1
vulcanizing,23,0.976848156,,1
warehouse work,23,0.976866554,,1
welder helper,23,0.976884952,,1
welder leaderman,23,0.97690335,,1
x ray technician,23,0.976921748,,1
1 Place,22,0.976939346,,1
117 Spruce St,22,0.976956944,,1
1376 Vine St,22,0.976974542,,1
1390 Tippecanoe St,22,0.97699214,,1
1402 Perris Hill Rd,22,0.977009738,,1
1503 Front St,22,0.977027336,,1
162 W C St,22,0.977044934,,1
1830 E 5th St,22,0.977062532,,1
2 St,22,0.97708013,,1
228 J St,22,0.977097728,,1
2530 Kern St,22,0.977115326,,1
3310 Cajon Blvd,22,0.977132925,,1
3960 Acre Lane,22,0.977150523,,1
a av salesman,22,0.977168121,,1
acetylene welder,22,0.977185719,,1
apt hs mgr,22,0.977203317,,1
Arrowhead Ave,22,0.977220915,,1
auto assembly,22,0.977238513,,1
baggage man,22,0.977256111,,1
bank auditor,22,0.977273709,,1
bank messenger,22,0.977291307,,1
bay pilot,22,0.977308905,,1
bookkeper,22,0.977326503,,1
business owner,22,0.977344101,,1
carpet cutter,22,0.977361699,,1
carpetlayer,22,0.977379297,,1
chemical engr,22,0.977396895,,1
cigar business,22,0.977414493,,1
cleaner dyer,22,0.977432091,,1
cleaners,22,0.97744969,,1
Colton Ave Rt 2 Box 231,22,0.977467288,,1
copy holder,22,0.977484886,,1
disabled,22,0.977502484,,1
dispenser,22,0.977520082,,1
dnt,22,0.97753768,,1
en,22,0.977555278,,1
Farmer Highway,22,0.977572876,,1
federal employee,22,0.977590474,,1
fern nurse,22,0.977608072,,1
field man,22,0.97762567,,1
frame maker,22,0.977643268,,1
gen foreman,22,0.977660866,,1
general housework,22,0.977678464,,1
Hemlock Ave,22,0.977696062,,1
houeswife,22,0.97771366,,1
housewi fe,22,0.977731258,,1
inn keeper,22,0.977748857,,1
Jr St,22,0.977766455,,1
King St,22,0.977784053,,1
l housewife,22,0.977801651,,1
male marine engineer,22,0.977819249,,1
male millhand,22,0.977836847,,1
manager apartments,22,0.977854445,,1
Margarita Ave,22,0.977872043,,1
merchant R,22,0.977889641,,1
millnan,22,0.977907239,,1
multigrapher,22,0.977924837,,1
Niles,22,0.977942435,,1
nurse R N,22,0.977960033,,1
nut fern housewife,22,0.977977631,,1
on housewife,22,0.977995229,,1
Ontario Ave,22,0.978012827,,1
ory worker,22,0.978030425,,1
packing house,22,0.978048023,,1
papermaker,22,0.978065622,,1
poultry raiser,22,0.97808322,,1
Prado Road,22,0.978100818,,1
produce buyer,22,0.978118416,,1
produce dealer,22,0.978136014,,1
R R fireman,22,0.978153612,,1
radiographer,22,0.97817121,,1
Ranger St,22,0.978188808,,1
red cap,22,0.978206406,,1
Rincon Road,22,0.978224004,,1
Rosa St,22,0.978241602,,1
S P employe,22,0.9782592,,1
salesmnan,22,0.978276798,,1
service mgr,22,0.978294396,,1
service salesman,22,0.978311994,,1
shade maker,22,0.978329592,,1
Sierra Way,22,0.97834719,,1
Sycamore St,22,0.978364789,,1
telephone eng,22,0.978382387,,1
Timoteo Rd,22,0.978399985,,1
traffic,22,0.978417583,,1
traffic agent,22,0.978435181,,1
traffic dept,22,0.978452779,,1
Twelfth St,22,0.978470377,,1
uart fem housewife,22,0.978487975,,1
uring,22,0.978505573,,1
y man,22,0.978523171,,1
ableman,21,0.978539969,,1
antique dealer,21,0.978556767,,1
bindery,21,0.978573565,,1
bond business,21,0.978590364,,1
business lady,21,0.978607162,,1
cable maker,21,0.97862396,,1
cannery man,21,0.978640758,,1
Centerville teacher,21,0.978657556,,1
Charles housewife,21,0.978674354,,1
city emp,21,0.978691152,,1
craftsman,21,0.978707951,,1
Decoto hswf,21,0.978724749,,1
employment mgr,21,0.978741547,,1
ens salesman,21,0.978758345,,1
ered nurse,21,0.978775143,,1
ex teacher,21,0.978791941,,1
filer,21,0.97880874,,1
foreman S P Co,21,0.978825538,,1
fountain manager,21,0.978842336,,1
grocer clerk,21,0.978859134,,1
Hywd salesman,21,0.978875932,,1
insurance mgr,21,0.97889273,,1
interior dec,21,0.978909528,,1
jewelry,21,0.978926327,,1
junk business,21,0.978943125,,1
ladies tailor,21,0.978959923,,1
male banker,21,0.978976721,,1
mfr's agent,21,0.978993519,,1
nue teacher,21,0.979010317,,1
office girl,21,0.979027115,,1
office secretary,21,0.979043914,,1
opr,21,0.979060712,,1
piano tchr,21,0.97907751,,1
poultry worker,21,0.979094308,,1
purch agent,21,0.979111106,,1
raz av,21,0.979127904,,1
raz av housewife,21,0.979144702,,1
raz av hswf,21,0.979161501,,1
raz fem housewife,21,0.979178299,,1
retired carpenter,21,0.979195097,,1
rodman,21,0.979211895,,1
rooming house mgr,21,0.979228693,,1
RR man,21,0.979245491,,1
s teacher,21,0.979262289,,1
saleaman,21,0.979279088,,1
Shell Oil Co,21,0.979295886,,1
sheriff,21,0.979312684,,1
sign hanger,21,0.979329482,,1
soc wkr,21,0.97934628,,1
Sunol housewife,21,0.979363078,,1
tool clerk,21,0.979379876,,1
tool designer,21,0.979396675,,1
transmission man,21,0.979413473,,1
trav salesman,21,0.979430271,,1
unoccupied,21,0.979447069,,1
waite r,21,0.979463867,,1
warehouse mgr,21,0.979480665,,1
1070 Roswell Ave,20,0.979496664,,1
1209 Front St,20,0.979512662,,1
1246 Del Rosa Ave,20,0.97952866,,1
1427 Perris Hill Rd,20,0.979544658,,1
14th St,20,0.979560657,,1
1511 Front St,20,0.979576655,,1
1890 W Highland Ave,20,0.979592653,,1
1938 Mallory St,20,0.979608651,,1
2169 Mallory St,20,0.979624649,,1
2230 Blake St,20,0.979640648,,1
230 San Bdno Ave,20,0.979656646,,1
2694 Macy St,20,0.979672644,,1
314 Cibola St,20,0.979688642,,1
4020 Newmark Ave,20,0.979704641,,1
413 C St,20,0.979720639,,1
541 Tippecanoe St,20,0.979736637,,1
5th Central Ave,20,0.979752635,,1
99 Orange St,20,0.979768634,,1
a av clerk,20,0.979784632,,1
a hswf,20,0.97980063,,1
Alvarado merchant,20,0.979816628,,1
auto parts,20,0.979832626,,1
auto repairer,20,0.979848625,,1
av merchant,20,0.979864623,,1
Bailey Ave,20,0.979880621,,1
bakery owner,20,0.979896619,,1
book seller,20,0.979912618,,1
Boulder Ave,20,0.979928616,,1
brass worker,20,0.979944614,,1
broommkr,20,0.979960612,,1
Browning Rd,20,0.979976611,,1
brush maker,20,0.979992609,,1
building service,20,0.980008607,,1
Chrysolite Ave,20,0.980024605,,1
city employe,20,0.980040604,,1
city treasurer,20,0.980056602,,1
claims agent,20,0.9800726,,1
college,20,0.980088598,,1
commercial,20,0.980104596,,1
concrete work,20,0.980120595,,1
consulting engr,20,0.980136593,,1
cont,20,0.980152591,,1
Cooper Ave,20,0.980168589,,1
Cottonwood St,20,0.980184588,,1
dock hand,20,0.980200586,,1
e nurse,20,0.980216584,,1
Euclid St,20,0.980232582,,1
faculty U C,20,0.980248581,,1
fem homekeeper,20,0.980264579,,1
fem merchant,20,0.980280577,,1
femr housewife,20,0.980296575,,1
femrn,20,0.980312573,,1
field engineer,20,0.980328572,,1
general laborer,20,0.98034457,,1
Grant St,20,0.980360568,,1
Griffith St,20,0.980376566,,1
groceries,20,0.980392565,,1
Hellman St,20,0.980408563,,1
Hill St,20,0.980424561,,1
housewife B,20,0.980440559,,1
ical nurse,20,0.980456558,,1
ice cream,20,0.980472556,,1
Iousewife,20,0.980488554,,1
Kentucky St,20,0.980504552,,1
lab,20,0.980520551,,1
labeling,20,0.980536549,,1
Laborer Ave,20,0.980552547,,1
Lake Blvd,20,0.980568545,,1
life insurance salesman,20,0.980584543,,1
ling salesman,20,0.980600542,,1
machinery dealer,20,0.98061654,,1
machinit,20,0.980632538,,1
Maco Camp,20,0.980648536,,1
male pressman,20,0.980664535,,1
Marygold Ave,20,0.980680533,,1
McCarty Rd,20,0.980696531,,1
mechani,20,0.980712529,,1
meter repairman,20,0.980728528,,1
milk business,20,0.980744526,,1
Mission Blvd,20,0.980760524,,1
Mountain St,20,0.980776522,,1
Mulberry St,20,0.980792521,,1
navy,20,0.980808519,,1
newsdealer,20,0.980824517,,1
nue carpenter,20,0.980840515,,1
office boy,20,0.980856513,,1
office deputy,20,0.980872512,,1
oil,20,0.98088851,,1
oil producer,20,0.980904508,,1
ovemounter,20,0.980920506,,1
paint mfg,20,0.980936505,,1
paper business,20,0.980952503,,1
petroleum engineer,20,0.980968501,,1
PG E employee,20,0.980984499,,1
physician and surg,20,0.981000498,,1
piano finisher,20,0.981016496,,1
produce business,20,0.981032494,,1
Pullman Co,20,0.981048492,,1
pumpman,20,0.98106449,,1
receiver,20,0.981080489,,1
reet laborer,20,0.981096487,,1
reet merchant,20,0.981112485,,1
retired U S Navy,20,0.981128483,,1
Roswell Ave,20,0.981144482,,1
S O employee,20,0.98116048,,1
salesma n,20,0.981176478,,1
Serv St,20,0.981192476,,1
shipfitter's helper,20,0.981208475,,1
shipping business,20,0.981224473,,1
social wrkr,20,0.981240471,,1
solderer,20,0.981256469,,1
sugar boiler,20,0.981272468,,1
Sunol hswf,20,0.981288466,,1
Sunset Dr,20,0.981304464,,1
tunnel worker,20,0.981320462,,1
wireworker,20,0.98133646,,1
X Ray technician,20,0.981352459,,1
agriculture,19,0.981367657,,1
aircraft worker,19,0.981382855,,1
ant,19,0.981398054,,1
Apt 3 housewife,19,0.981413252,,1
auto metal worker,19,0.98142845,,1
bakery clerk,19,0.981443649,,1
bank official,19,0.981458847,,1
bookeeper,19,0.981474045,,1
bus woman,19,0.981489244,,1
cafeteria work,19,0.981504442,,1
Chief of Police,19,0.98151964,,1
cotton mills,19,0.981534839,,1
counselor,19,0.981550037,,1
day worker,19,0.981565235,,1
desk clerk,19,0.981580434,,1
elev opr,19,0.981595632,,1
fireman S P,19,0.98161083,,1
foreman P G E,19,0.981626028,,1
haker,19,0.981641227,,1
hol av hswf,19,0.981656425,,1
home exec,19,0.981671623,,1
horse trainer,19,0.981686822,,1
house worker,19,0.98170202,,1
housewife i,19,0.981717218,,1
hsekpr,19,0.981732417,,1
insurance engineer,19,0.981747615,,1
ion foreman,19,0.981762813,,1
It housewife,19,0.981778012,,1
lhwf,19,0.98179321,,1
Livermore,19,0.981808408,,1
liveryman,19,0.981823607,,1
maintenance work,19,0.981838805,,1
male mail carrier,19,0.981854003,,1
male moulder,19,0.981869202,,1
manager apt,19,0.9818844,,1
Mary's College High School teacher,19,0.981899598,,1
Newark molder,19,0.981914797,,1
newspaper editor,19,0.981929995,,1
night foreman,19,0.981945193,,1
Niles teacher,19,0.981960392,,1
not employed,19,0.98197559,,1
Oakland hswf,19,0.981990788,,1
P G E clerk,19,0.982005987,,1
paint salesman,19,0.982021185,,1
prof,19,0.982036383,,1
purser,19,0.982051582,,1
reet bookkeeper,19,0.98206678,,1
reet carpenter,19,0.982081978,,1
repairer,19,0.982097176,,1
retailer,19,0.982112375,,1
retired D,19,0.982127573,,1
retired U S A,19,0.982142771,,1
retired U S Army,19,0.98215797,,1
rly,19,0.982173168,,1
rolman,19,0.982188366,,1
Rt 1 Pleasanton hswf,19,0.982203565,,1
Salesman,19,0.982218763,,1
San Lrnzo hswf,19,0.982233961,,1
sandwich maker,19,0.98224916,,1
scholar,19,0.982264358,,1
sheet metal man,19,0.982279556,,1
Sn Lrnzo hswf,19,0.982294755,,1
t retired,19,0.982309953,,1
t salesman,19,0.982325151,,1
tenographer,19,0.98234035,,1
tire shop,19,0.982355548,,1
tndt,19,0.982370746,,1
train man,19,0.982385945,,1
trainer,19,0.982401143,,1
transfer,19,0.982416341,,1
truck owner,19,0.98243154,,1
typewriter mech,19,0.982446738,,1
U C employee,19,0.982461936,,1
U C prof,19,0.982477135,,1
wool buyer,19,0.982492333,,1
1,18,0.982506731,,1
1095 W Arrow Highway,18,0.98252113,,1
11th St,18,0.982535528,,1
1205 Front St,18,0.982549926,,1
1211 Front St,18,0.982564325,,1
1329 N Chrysolite Ave,18,0.982578723,,1
1942 Porter St,18,0.982593122,,1
197 St,18,0.98260752,,1
202 Spruce St,18,0.982621919,,1
2026 Porter St,18,0.982636317,,1
2040 Adams St,18,0.982650715,,1
215 Walnut St,18,0.982665114,,1
2163 Kern St,18,0.982679512,,1
230 Valencia Ave,18,0.982693911,,1
2303 N Mountain Ave,18,0.982708309,,1
2404 N Euclid Ave,18,0.982722707,,1
2480 Ogden St,18,0.982737106,,1
2501 S Euclid Ave,18,0.982751504,,1
272 9th St,18,0.982765903,,1
3195 Duffy St,18,0.982780301,,1
321 Bazoobuth St,18,0.982794699,,1
33 Rose Ave,18,0.982809098,,1
408 E Foothill Blvd,18,0.982823496,,1
473 Washington Ave,18,0.982837895,,1
4th B St,18,0.982852293,,1
507 Acoma St,18,0.982866692,,1
510 D St,18,0.98288109,,1
530 Vict,18,0.982895488,,1
597 Cibola St,18,0.982909887,,1
651 Acoma St,18,0.982924285,,1
715 Downey Ave,18,0.982938684,,1
945 Chico Ave,18,0.982953082,,1
964 Bonnie St,18,0.98296748,,1
a salesman,18,0.982981879,,1
Acacia Ave,18,0.982996277,,1
Adelanto Road,18,0.983010676,,1
air mechanic,18,0.983025074,,1
Alabama St Rt 1 Box 14,18,0.983039472,,1
Ana Road,18,0.983053871,,1
Apt 1 housewife,18,0.983068269,,1
Apts teacher,18,0.983082668,,1
Armed Forces,18,0.983097066,,1
Auto Camp,18,0.983111464,,1
Auto Court,18,0.983125863,,1
auto merchant,18,0.983140261,,1
av painter,18,0.98315466,,1
bench hand,18,0.983169058,,1
Browning Ave,18,0.983183457,,1
business executive,18,0.983197855,,1
car polisher,18,0.983212253,,1
cement,18,0.983226652,,1
chief cook,18,0.98324105,,1
Clerk St,18,0.983255449,,1
counter girl,18,0.983269847,,1
Cucamonga St,18,0.983284245,,1
culinary,18,0.983298644,,1
dairy,18,0.983313042,,1
defense work,18,0.983327441,,1
Echo Drive,18,0.983341839,,1
Elm Ave,18,0.983356237,,1
employing printer,18,0.983370636,,1
Euclid ave,18,0.983385034,,1
expeditor,18,0.983399433,,1
fe housewife,18,0.983413831,,1
fen housewife,18,0.98342823,,1
Fire Dept,18,0.983442628,,1
foreman carpenter,18,0.983457026,,1
Freemont Ave,18,0.983471425,,1
fruit peddler,18,0.983485823,,1
Gene Camp,18,0.983500222,,1
glassblower,18,0.98351462,,1
Govt clerk,18,0.983529018,,1
Govt employee,18,0.983543417,,1
Haywd retired,18,0.983557815,,1
Helena Ave,18,0.983572214,,1
Helena St,18,0.983586612,,1
Hermosa Ave,18,0.98360101,,1
homemnaker,18,0.983615409,,1
hotel employee,18,0.983629807,,1
